,dateday,season,year,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,count_total
2178,,Summer,0,Apr,15,0,Tue,1,Clear/Partly Cloudy,0.4,0.4091,0.46,0.4627,6,62,68
2179,,Summer,0,Apr,16,0,Tue,1,Clear/Partly Cloudy,0.38,0.3939,0.46,0.4179,17,113,130
2180,,Summer,0,Apr,17,0,Tue,1,Clear/Partly Cloudy,0.42,0.4242,0.38,0.4179,27,246,273
2181,,Summer,0,Apr,18,0,Tue,1,Clear/Partly Cloudy,0.38,0.3939,0.4,0.4925,19,248,267
2182,,Summer,0,Apr,19,0,Tue,1,Clear/Partly Cloudy,0.36,0.3333,0.43,0.2985,12,148,160
2183,,Summer,0,Apr,20,0,Tue,1,Clear/Partly Cloudy,0.34,0.3182,0.46,0.2836,4,87,91
2184,,Summer,0,Apr,21,0,Tue,1,Clear/Partly Cloudy,0.34,0.2879,0.46,0.5224,8,81,89
2185,,Summer,0,Apr,22,0,Tue,1,Clear/Partly Cloudy,0.32,0.303,0.49,0.2985,3,43,46
2186,,Summer,0,Apr,23,0,Tue,1,Clear/Partly Cloudy,0.3,0.2879,0.49,0.2836,3,23,26
2187,,Summer,0,Apr,0,0,Wed,1,Clear/Partly Cloudy,0.3,0.3182,0.49,0.1045,0,15,15
2188,,Summer,0,Apr,1,0,Wed,1,Clear/Partly Cloudy,0.26,0.2727,0.6,0.1343,0,2,2
2189,,Summer,0,Apr,2,0,Wed,1,Clear/Partly Cloudy,0.24,0.2424,0.7,0.1343,0,5,5
2190,,Summer,0,Apr,3,0,Wed,1,Clear/Partly Cloudy,0.26,0.2727,0.6,0.1343,0,4,4
2191,,Summer,0,Apr,4,0,Wed,1,Clear/Partly Cloudy,0.24,0.2424,0.65,0.1343,0,1,1
2192,,Summer,0,Apr,5,0,Wed,1,Clear/Partly Cloudy,0.24,0.2576,0.7,0.1045,1,12,13
2193,,Summer,0,Apr,6,0,Wed,1,Clear/Partly Cloudy,0.24,0.2576,0.7,0.1045,4,52,56
2194,,Summer,0,Apr,7,0,Wed,1,Clear/Partly Cloudy,0.26,0.2727,0.65,0.1045,3,130,133
2195,,Summer,0,Apr,8,0,Wed,1,Clear/Partly Cloudy,0.32,0.303,0.61,0.2239,17,308,325
2196,,Summer,0,Apr,9,0,Wed,1,Clear/Partly Cloudy,0.36,0.3333,0.46,0.2537,8,157,165
2197,,Summer,0,Apr,10,0,Wed,1,Clear/Partly Cloudy,0.4,0.4091,0.37,0.3881,21,48,69
2198,,Summer,0,Apr,11,0,Wed,1,Clear/Partly Cloudy,0.42,0.4242,0.38,0.3881,23,70,93
2199,,Summer,0,Apr,12,0,Wed,1,Clear/Partly Cloudy,0.44,0.4394,0.41,0.2537,22,112,134
2200,,Summer,0,Apr,13,0,Wed,1,Clear/Partly Cloudy,0.46,0.4545,0.38,0.4925,29,83,112
2201,,Summer,0,Apr,14,0,Wed,1,Clear/Partly Cloudy,0.5,0.4848,0.34,0.4179,35,80,115
2202,,Summer,0,Apr,15,0,Wed,1,Clear/Partly Cloudy,0.52,0.5,0.32,0.3284,34,83,117
2203,,Summer,0,Apr,16,0,Wed,1,Clear/Partly Cloudy,0.54,0.5152,0.28,0.4179,27,142,169
2204,,Summer,0,Apr,17,0,Wed,1,Clear/Partly Cloudy,0.52,0.5,0.32,0.4478,53,303,356
2205,,Summer,0,Apr,18,0,Wed,1,Clear/Partly Cloudy,0.52,0.5,0.29,0.3582,43,282,325
2206,,Summer,0,Apr,19,0,Wed,1,Clear/Partly Cloudy,0.5,0.4848,0.31,0.2985,36,196,232
2207,,Summer,0,Apr,20,0,Wed,1,Clear/Partly Cloudy,0.46,0.4545,0.51,0.2239,15,126,141
2208,,Summer,0,Apr,21,0,Wed,1,Clear/Partly Cloudy,0.46,0.4545,0.41,0.2836,18,84,102
2209,,Summer,0,Apr,22,0,Wed,1,Clear/Partly Cloudy,0.46,0.4545,0.41,0.2836,13,71,84
2210,,Summer,0,Apr,23,0,Wed,1,Clear/Partly Cloudy,0.46,0.4545,0.41,0.2985,11,29,40
2211,,Summer,0,Apr,0,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.41,0.2836,5,15,20
2212,,Summer,0,Apr,1,0,Thu,1,Clear/Partly Cloudy,0.42,0.4242,0.47,0.1343,2,11,13
2213,,Summer,0,Apr,2,0,Thu,1,Clear/Partly Cloudy,0.42,0.4242,0.54,0.0,0,7,7
2214,,Summer,0,Apr,3,0,Thu,1,Clear/Partly Cloudy,0.36,0.3485,0.66,0.194,0,3,3
2215,,Summer,0,Apr,4,0,Thu,1,Clear/Partly Cloudy,0.34,0.3333,0.76,0.194,0,1,1
2216,,Summer,0,Apr,5,0,Thu,1,Clear/Partly Cloudy,0.34,0.3182,0.76,0.2239,0,6,6
2217,,Summer,0,Apr,6,0,Thu,1,Clear/Partly Cloudy,0.32,0.303,0.81,0.2537,5,59,64
2218,,Summer,0,Apr,7,0,Thu,1,Misty/Cloudy,0.34,0.3333,0.76,0.1642,8,152,160
2219,,Summer,0,Apr,8,0,Thu,1,Clear/Partly Cloudy,0.36,0.3485,0.76,0.194,23,291,314
2220,,Summer,0,Apr,9,0,Thu,1,Misty/Cloudy,0.4,0.4091,0.66,0.1343,15,155,170
2221,,Summer,0,Apr,10,0,Thu,1,Misty/Cloudy,0.42,0.4242,0.67,0.1045,29,66,95
2222,,Summer,0,Apr,11,0,Thu,1,Misty/Cloudy,0.46,0.4545,0.55,0.0,36,86,122
2223,,Summer,0,Apr,12,0,Thu,1,Misty/Cloudy,0.46,0.4545,0.55,0.0,39,114,153
2224,,Summer,0,Apr,13,0,Thu,1,Misty/Cloudy,0.52,0.5,0.48,0.0896,36,99,135
2225,,Summer,0,Apr,14,0,Thu,1,Clear/Partly Cloudy,0.56,0.5303,0.43,0.0896,46,111,157
2226,,Summer,0,Apr,15,0,Thu,1,Clear/Partly Cloudy,0.6,0.6212,0.38,0.1045,27,133,160
2227,,Summer,0,Apr,16,0,Thu,1,Clear/Partly Cloudy,0.6,0.6212,0.35,0.0,52,161,213
2228,,Summer,0,Apr,17,0,Thu,1,Clear/Partly Cloudy,0.52,0.5,0.52,0.2836,63,280,343
2229,,Summer,0,Apr,18,0,Thu,1,Clear/Partly Cloudy,0.48,0.4697,0.55,0.2537,68,265,333
2230,,Summer,0,Apr,19,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.59,0.2985,34,192,226
2231,,Summer,0,Apr,20,0,Thu,1,Clear/Partly Cloudy,0.44,0.4394,0.62,0.1642,37,166,203
2232,,Summer,0,Apr,21,0,Thu,1,Misty/Cloudy,0.44,0.4394,0.67,0.2836,19,89,108
2233,,Summer,0,Apr,22,0,Thu,1,Misty/Cloudy,0.4,0.4091,0.76,0.194,18,63,81
2234,,Summer,0,Apr,23,0,Thu,1,Clear/Partly Cloudy,0.38,0.3939,0.76,0.2537,9,45,54
2235,,Summer,0,Apr,0,0,Fri,1,Misty/Cloudy,0.36,0.3485,0.76,0.2239,4,21,25
2236,,Summer,0,Apr,1,0,Fri,1,Misty/Cloudy,0.34,0.3333,0.76,0.1343,3,6,9
2237,,Summer,0,Apr,2,0,Fri,1,Light Snow/Rain,0.34,0.3333,0.76,0.1642,3,10,13
2238,,Summer,0,Apr,3,0,Fri,1,Light Snow/Rain,0.34,0.3333,0.76,0.1642,0,1,1
2239,,Summer,0,Apr,4,0,Fri,1,Misty/Cloudy,0.34,0.3333,0.86,0.1343,0,1,1
2240,,Summer,0,Apr,5,0,Fri,1,Misty/Cloudy,0.32,0.3182,0.87,0.194,1,8,9
2241,,Summer,0,Apr,6,0,Fri,1,Misty/Cloudy,0.34,0.3636,0.87,0.0,2,33,35
2242,,Summer,0,Apr,7,0,Fri,1,Light Snow/Rain,0.34,0.3333,0.87,0.1642,4,109,113
2243,,Summer,0,Apr,8,0,Fri,1,Light Snow/Rain,0.34,0.3333,0.87,0.1642,13,208,221
2244,,Summer,0,Apr,9,0,Fri,1,Misty/Cloudy,0.36,0.3485,0.76,0.194,17,168,185
2245,,Summer,0,Apr,10,0,Fri,1,Misty/Cloudy,0.36,0.3333,0.71,0.2836,10,63,73
2246,,Summer,0,Apr,11,0,Fri,1,Misty/Cloudy,0.4,0.4091,0.62,0.3881,19,79,98
2247,,Summer,0,Apr,12,0,Fri,1,Light Snow/Rain,0.38,0.3939,0.66,0.2239,29,51,80
2248,,Summer,0,Apr,13,0,Fri,1,Light Snow/Rain,0.36,0.3333,0.76,0.2836,7,35,42
2249,,Summer,0,Apr,14,0,Fri,1,Light Snow/Rain,0.34,0.3182,0.87,0.2239,2,13,15
2250,,Summer,0,Apr,15,0,Fri,1,Light Snow/Rain,0.34,0.3182,0.87,0.2239,1,24,25
2251,,Summer,0,Apr,16,0,Fri,1,Misty/Cloudy,0.32,0.303,0.93,0.2537,2,58,60
2252,,Summer,0,Apr,17,0,Fri,1,Light Snow/Rain,0.32,0.303,0.93,0.2537,10,138,148
2253,,Summer,0,Apr,18,0,Fri,1,Light Snow/Rain,0.32,0.303,0.93,0.2537,8,54,62
2254,,Summer,0,Apr,19,0,Fri,1,Light Snow/Rain,0.3,0.2727,0.93,0.4179,1,52,53
2255,,Summer,0,Apr,20,0,Fri,1,Misty/Cloudy,0.3,0.2727,0.93,0.3284,12,51,63
2256,,Summer,0,Apr,21,0,Fri,1,Misty/Cloudy,0.3,0.2879,0.93,0.2537,11,43,54
2257,,Summer,0,Apr,22,0,Fri,1,Misty/Cloudy,0.3,0.2727,0.93,0.2985,9,42,51
2258,,Summer,0,Apr,23,0,Fri,1,Misty/Cloudy,0.3,0.2879,0.93,0.2239,4,31,35
2259,,Summer,0,Apr,0,0,Sat,0,Misty/Cloudy,0.3,0.2879,0.87,0.2239,5,26,31
2260,,Summer,0,Apr,1,0,Sat,0,Misty/Cloudy,0.3,0.303,0.87,0.1343,3,17,20
2261,,Summer,0,Apr,2,0,Sat,0,Misty/Cloudy,0.32,0.303,0.87,0.2239,2,15,17
2262,,Summer,0,Apr,3,0,Sat,0,Light Snow/Rain,0.3,0.2879,1.0,0.2537,3,11,14
2263,,Summer,0,Apr,4,0,Sat,0,Light Snow/Rain,0.3,0.2727,1.0,0.2537,0,3,3
2264,,Summer,0,Apr,5,0,Sat,0,Misty/Cloudy,0.3,0.2879,0.93,0.2239,0,5,5
2265,,Summer,0,Apr,6,0,Sat,0,Misty/Cloudy,0.3,0.2879,0.93,0.194,0,13,13
2266,,Summer,0,Apr,7,0,Sat,0,Misty/Cloudy,0.3,0.303,0.93,0.1642,8,13,21
2267,,Summer,0,Apr,8,0,Sat,0,Misty/Cloudy,0.32,0.303,0.93,0.1642,7,47,54
2268,,Summer,0,Apr,9,0,Sat,0,Misty/Cloudy,0.34,0.3485,0.87,0.1045,27,71,98
2269,,Summer,0,Apr,10,0,Sat,0,Misty/Cloudy,0.34,0.3333,0.87,0.1343,43,90,133
2270,,Summer,0,Apr,11,0,Sat,0,Misty/Cloudy,0.36,0.3636,0.81,0.0,51,91,142
2271,,Summer,0,Apr,12,0,Sat,0,Misty/Cloudy,0.36,0.3485,0.81,0.1343,79,123,202
2272,,Summer,0,Apr,13,0,Sat,0,Misty/Cloudy,0.36,0.3788,0.81,0.0,114,108,222
2273,,Summer,0,Apr,14,0,Sat,0,Misty/Cloudy,0.36,0.3485,0.81,0.1343,94,118,212
2274,,Summer,0,Apr,15,0,Sat,0,Misty/Cloudy,0.36,0.3788,0.87,0.0,85,116,201
2275,,Summer,0,Apr,16,0,Sat,0,Misty/Cloudy,0.38,0.3939,0.82,0.0,73,118,191
2276,,Summer,0,Apr,17,0,Sat,0,Misty/Cloudy,0.38,0.3939,0.82,0.0896,128,129,257
2277,,Summer,0,Apr,18,0,Sat,0,Misty/Cloudy,0.38,0.3939,0.82,0.1045,48,129,177
2278,,Summer,0,Apr,19,0,Sat,0,Misty/Cloudy,0.38,0.3939,0.82,0.1343,47,83,130
2279,,Summer,0,Apr,20,0,Sat,0,Misty/Cloudy,0.38,0.3939,0.87,0.1642,19,74,93
2280,,Summer,0,Apr,21,0,Sat,0,Misty/Cloudy,0.36,0.3485,0.93,0.1343,10,65,75
2281,,Summer,0,Apr,22,0,Sat,0,Misty/Cloudy,0.36,0.3485,0.93,0.1343,21,66,87
2282,,Summer,0,Apr,23,0,Sat,0,Misty/Cloudy,0.38,0.3939,0.87,0.0896,12,45,57
2283,,Summer,0,Apr,0,0,Sun,0,Misty/Cloudy,0.38,0.3939,0.87,0.0896,5,48,53
2284,,Summer,0,Apr,1,0,Sun,0,Misty/Cloudy,0.38,0.3939,0.87,0.1343,6,31,37
2285,,Summer,0,Apr,2,0,Sun,0,Misty/Cloudy,0.38,0.3939,0.87,0.0896,12,24,36
2286,,Summer,0,Apr,3,0,Sun,0,Misty/Cloudy,0.38,0.3939,0.87,0.1343,5,11,16
2287,,Summer,0,Apr,4,0,Sun,0,Misty/Cloudy,0.36,0.3636,0.93,0.1045,3,2,5
2288,,Summer,0,Apr,5,0,Sun,0,Misty/Cloudy,0.36,0.3636,0.93,0.0896,0,4,4
2289,,Summer,0,Apr,6,0,Sun,0,Misty/Cloudy,0.36,0.3636,0.93,0.0896,0,4,4
2290,,Summer,0,Apr,7,0,Sun,0,Misty/Cloudy,0.36,0.3636,1.0,0.0896,3,7,10
2291,,Summer,0,Apr,8,0,Sun,0,Misty/Cloudy,0.38,0.3939,0.94,0.0896,17,38,55
2292,,Summer,0,Apr,9,0,Sun,0,Misty/Cloudy,0.38,0.3939,0.94,0.1343,31,50,81
2293,,Summer,0,Apr,10,0,Sun,0,Misty/Cloudy,0.4,0.4091,0.87,0.0,69,81,150
2294,,Summer,0,Apr,11,0,Sun,0,Misty/Cloudy,0.4,0.4091,0.87,0.1343,93,109,202
2295,,Summer,0,Apr,12,0,Sun,0,Misty/Cloudy,0.42,0.4242,0.88,0.1343,94,136,230
2296,,Summer,0,Apr,13,0,Sun,0,Clear/Partly Cloudy,0.46,0.4545,0.82,0.1045,121,142,263
2297,,Summer,0,Apr,14,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.72,0.194,148,133,281
2298,,Summer,0,Apr,15,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.77,0.2239,156,141,297
2299,,Summer,0,Apr,16,0,Sun,0,Misty/Cloudy,0.52,0.5,0.72,0.1642,135,153,288
2300,,Summer,0,Apr,17,0,Sun,0,Misty/Cloudy,0.52,0.5,0.72,0.194,84,152,236
2301,,Summer,0,Apr,18,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.77,0.194,103,137,240
2302,,Summer,0,Apr,19,0,Sun,0,Clear/Partly Cloudy,0.5,0.4848,0.77,0.194,47,84,131
2303,,Summer,0,Apr,20,0,Sun,0,Clear/Partly Cloudy,0.46,0.4545,0.82,0.1343,21,71,92
2304,,Summer,0,Apr,21,0,Sun,0,Clear/Partly Cloudy,0.44,0.4394,0.88,0.194,18,77,95
2305,,Summer,0,Apr,22,0,Sun,0,Clear/Partly Cloudy,0.44,0.4394,0.94,0.2537,12,45,57
2306,,Summer,0,Apr,23,0,Sun,0,Clear/Partly Cloudy,0.46,0.4545,0.88,0.3582,5,27,32
2307,,Summer,0,Apr,0,0,Mon,1,Clear/Partly Cloudy,0.48,0.4697,0.88,0.3284,7,16,23
2308,,Summer,0,Apr,1,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.94,0.2836,1,3,4
2309,,Summer,0,Apr,2,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.94,0.2836,7,2,9
2310,,Summer,0,Apr,4,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.94,0.194,0,1,1
2311,,Summer,0,Apr,5,0,Mon,1,Clear/Partly Cloudy,0.46,0.4545,0.94,0.194,1,12,13
2312,,Summer,0,Apr,6,0,Mon,1,Misty/Cloudy,0.46,0.4545,1.0,0.2239,2,59,61
2313,,Summer,0,Apr,7,0,Mon,1,Misty/Cloudy,0.5,0.4848,0.88,0.2239,12,164,176
2314,,Summer,0,Apr,8,0,Mon,1,Misty/Cloudy,0.52,0.5,0.88,0.2836,28,286,314
2315,,Summer,0,Apr,9,0,Mon,1,Misty/Cloudy,0.56,0.5303,0.83,0.2836,33,132,165
2316,,Summer,0,Apr,10,0,Mon,1,Misty/Cloudy,0.56,0.5303,0.83,0.2985,41,55,96
2317,,Summer,0,Apr,11,0,Mon,1,Misty/Cloudy,0.6,0.5909,0.73,0.2985,45,59,104
2318,,Summer,0,Apr,12,0,Mon,1,Misty/Cloudy,0.6,0.5909,0.73,0.3284,37,97,134
2319,,Summer,0,Apr,13,0,Mon,1,Misty/Cloudy,0.64,0.6061,0.69,0.4179,62,77,139
2320,,Summer,0,Apr,14,0,Mon,1,Misty/Cloudy,0.72,0.6667,0.54,0.3582,60,85,145
2321,,Summer,0,Apr,15,0,Mon,1,Clear/Partly Cloudy,0.74,0.6667,0.48,0.5224,56,85,141
2322,,Summer,0,Apr,16,0,Mon,1,Clear/Partly Cloudy,0.74,0.6667,0.48,0.5224,73,162,235
2323,,Summer,0,Apr,17,0,Mon,1,Clear/Partly Cloudy,0.74,0.6667,0.48,0.5224,100,352,452
2324,,Summer,0,Apr,18,0,Mon,1,Clear/Partly Cloudy,0.72,0.6667,0.51,0.3881,93,290,383
2325,,Summer,0,Apr,19,0,Mon,1,Clear/Partly Cloudy,0.72,0.6667,0.51,0.4478,73,211,284
2326,,Summer,0,Apr,20,0,Mon,1,Clear/Partly Cloudy,0.68,0.6364,0.57,0.5224,44,122,166
2327,,Summer,0,Apr,21,0,Mon,1,Clear/Partly Cloudy,0.66,0.6212,0.61,0.2537,39,119,158
2328,,Summer,0,Apr,22,0,Mon,1,Misty/Cloudy,0.64,0.6212,0.5,0.2836,25,66,91
2329,,Summer,0,Apr,23,0,Mon,1,Light Snow/Rain,0.58,0.5455,0.6,0.0,16,38,54
2330,,Summer,0,Apr,0,0,Tue,1,Misty/Cloudy,0.62,0.6212,0.5,0.1045,11,13,24
2331,,Summer,0,Apr,1,0,Tue,1,Misty/Cloudy,0.62,0.6212,0.5,0.0896,6,7,13
2332,,Summer,0,Apr,2,0,Tue,1,Misty/Cloudy,0.6,0.6212,0.53,0.1343,7,7,14
2333,,Summer,0,Apr,3,0,Tue,1,Misty/Cloudy,0.58,0.5455,0.56,0.1343,0,1,1
2334,,Summer,0,Apr,4,0,Tue,1,Misty/Cloudy,0.56,0.5303,0.64,0.1343,4,2,6
2335,,Summer,0,Apr,5,0,Tue,1,Misty/Cloudy,0.54,0.5152,0.68,0.1343,1,15,16
2336,,Summer,0,Apr,6,0,Tue,1,Misty/Cloudy,0.54,0.5152,0.68,0.2836,3,55,58
2337,,Summer,0,Apr,7,0,Tue,1,Misty/Cloudy,0.54,0.5152,0.68,0.2239,12,177,189
2338,,Summer,0,Apr,8,0,Tue,1,Light Snow/Rain,0.48,0.4697,0.88,0.3881,15,211,226
2339,,Summer,0,Apr,9,0,Tue,1,Light Snow/Rain,0.46,0.4545,0.94,0.4925,4,50,54
2340,,Summer,0,Apr,10,0,Tue,1,Light Snow/Rain,0.5,0.4848,0.82,0.4179,6,34,40
2341,,Summer,0,Apr,11,0,Tue,1,Clear/Partly Cloudy,0.52,0.5,0.77,0.3582,11,38,49
2342,,Summer,0,Apr,12,0,Tue,1,Misty/Cloudy,0.56,0.5303,0.64,0.4627,9,83,92
2343,,Summer,0,Apr,13,0,Tue,1,Light Snow/Rain,0.54,0.5152,0.68,0.2836,22,84,106
2344,,Summer,0,Apr,14,0,Tue,1,Misty/Cloudy,0.5,0.4848,0.82,0.2836,16,28,44
2345,,Summer,0,Apr,15,0,Tue,1,Misty/Cloudy,0.48,0.4697,0.77,0.5224,24,54,78
2346,,Summer,0,Apr,16,0,Tue,1,Misty/Cloudy,0.48,0.4697,0.77,0.3881,19,80,99
2347,,Summer,0,Apr,17,0,Tue,1,Light Snow/Rain,0.44,0.4394,0.77,0.2239,29,262,291
2348,,Summer,0,Apr,18,0,Tue,1,Light Snow/Rain,0.44,0.4394,0.77,0.2239,21,203,224
2349,,Summer,0,Apr,19,0,Tue,1,Misty/Cloudy,0.42,0.4242,0.82,0.2836,3,127,130
2350,,Summer,0,Apr,20,0,Tue,1,Misty/Cloudy,0.42,0.4242,0.82,0.2836,9,94,103
2351,,Summer,0,Apr,21,0,Tue,1,Misty/Cloudy,0.42,0.4242,0.82,0.194,10,74,84
2352,,Summer,0,Apr,22,0,Tue,1,Misty/Cloudy,0.4,0.4091,0.94,0.2985,7,47,54
2353,,Summer,0,Apr,23,0,Tue,1,Misty/Cloudy,0.4,0.4091,0.94,0.2537,8,31,39
2354,,Summer,0,Apr,0,0,Wed,1,Misty/Cloudy,0.4,0.4091,1.0,0.2985,3,12,15
2355,,Summer,0,Apr,1,0,Wed,1,Misty/Cloudy,0.4,0.4091,1.0,0.2985,0,1,1
2356,,Summer,0,Apr,2,0,Wed,1,Light Snow/Rain,0.4,0.4091,1.0,0.2985,0,2,2
2357,,Summer,0,Apr,3,0,Wed,1,Light Snow/Rain,0.4,0.4091,0.94,0.3284,0,2,2
2358,,Summer,0,Apr,4,0,Wed,1,Light Snow/Rain,0.4,0.4091,0.94,0.3284,1,2,3
2359,,Summer,0,Apr,5,0,Wed,1,Light Snow/Rain,0.38,0.3939,0.94,0.2537,1,4,5
2360,,Summer,0,Apr,6,0,Wed,1,Light Snow/Rain,0.38,0.3939,0.94,0.2239,1,33,34
2361,,Summer,0,Apr,7,0,Wed,1,Light Snow/Rain,0.36,0.3485,1.0,0.2239,3,67,70
2362,,Summer,0,Apr,8,0,Wed,1,Light Snow/Rain,0.38,0.3939,0.94,0.194,6,158,164
2363,,Summer,0,Apr,9,0,Wed,1,Misty/Cloudy,0.38,0.3939,0.94,0.2239,2,63,65
2364,,Summer,0,Apr,10,0,Wed,1,Misty/Cloudy,0.4,0.4091,0.87,0.194,4,42,46
2365,,Summer,0,Apr,11,0,Wed,1,Misty/Cloudy,0.42,0.4242,0.82,0.194,4,57,61
2366,,Summer,0,Apr,12,0,Wed,1,Light Snow/Rain,0.42,0.4242,0.82,0.2537,12,83,95
2367,,Summer,0,Apr,13,0,Wed,1,Misty/Cloudy,0.44,0.4394,0.77,0.194,6,55,61
2368,,Summer,0,Apr,14,0,Wed,1,Misty/Cloudy,0.42,0.4242,0.77,0.2537,24,82,106
2369,,Summer,0,Apr,15,0,Wed,1,Misty/Cloudy,0.44,0.4394,0.72,0.2836,12,69,81
2370,,Summer,0,Apr,16,0,Wed,1,Clear/Partly Cloudy,0.46,0.4545,0.67,0.2836,23,119,142
2371,,Summer,0,Apr,17,0,Wed,1,Clear/Partly Cloudy,0.46,0.4545,0.67,0.2985,25,284,309
2372,,Summer,0,Apr,18,0,Wed,1,Clear/Partly Cloudy,0.44,0.4394,0.62,0.3881,28,293,321
2373,,Summer,0,Apr,19,0,Wed,1,Clear/Partly Cloudy,0.44,0.4394,0.62,0.2537,15,160,175
2374,,Summer,0,Apr,20,0,Wed,1,Clear/Partly Cloudy,0.44,0.4394,0.62,0.2537,7,119,126
2375,,Summer,0,Apr,21,0,Wed,1,Clear/Partly Cloudy,0.42,0.4242,0.67,0.1642,17,100,117
2376,,Summer,0,Apr,22,0,Wed,1,Clear/Partly Cloudy,0.42,0.4242,0.67,0.194,10,89,99
2377,,Summer,0,Apr,23,0,Wed,1,Clear/Partly Cloudy,0.4,0.4091,0.71,0.1343,5,57,62
2378,,Summer,0,Apr,0,0,Thu,1,Clear/Partly Cloudy,0.38,0.3939,0.76,0.1343,3,18,21
2379,,Summer,0,Apr,1,0,Thu,1,Clear/Partly Cloudy,0.38,0.3939,0.76,0.2239,1,9,10
2380,,Summer,0,Apr,2,0,Thu,1,Clear/Partly Cloudy,0.36,0.3485,0.76,0.1343,0,3,3
2381,,Summer,0,Apr,3,0,Thu,1,Clear/Partly Cloudy,0.34,0.3333,0.81,0.1343,0,2,2
2382,,Summer,0,Apr,4,0,Thu,1,Clear/Partly Cloudy,0.34,0.3636,0.76,0.0,1,8,9
2383,,Summer,0,Apr,5,0,Thu,1,Clear/Partly Cloudy,0.34,0.3485,0.76,0.0896,2,12,14
2384,,Summer,0,Apr,6,0,Thu,1,Clear/Partly Cloudy,0.34,0.3485,0.76,0.1045,4,66,70
2385,,Summer,0,Apr,7,0,Thu,1,Clear/Partly Cloudy,0.38,0.3939,0.66,0.0,11,182,193
2386,,Summer,0,Apr,8,0,Thu,1,Clear/Partly Cloudy,0.42,0.4242,0.58,0.1642,21,316,337
2387,,Summer,0,Apr,9,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.51,0.1343,18,152,170
2388,,Summer,0,Apr,10,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.51,0.194,21,68,89
2389,,Summer,0,Apr,11,0,Thu,1,Clear/Partly Cloudy,0.52,0.5,0.45,0.1642,28,87,115
2390,,Summer,0,Apr,12,0,Thu,1,Clear/Partly Cloudy,0.54,0.5152,0.42,0.1343,35,110,145
2391,,Summer,0,Apr,13,0,Thu,1,Clear/Partly Cloudy,0.56,0.5303,0.37,0.2239,38,121,159
2392,,Summer,0,Apr,14,0,Thu,1,Clear/Partly Cloudy,0.56,0.5303,0.35,0.0896,36,101,137
2393,,Summer,0,Apr,15,0,Thu,1,Clear/Partly Cloudy,0.6,0.6212,0.31,0.0896,57,85,142
2394,,Summer,0,Apr,16,0,Thu,1,Clear/Partly Cloudy,0.6,0.6061,0.26,0.1045,49,153,202
2395,,Summer,0,Apr,17,0,Thu,1,Clear/Partly Cloudy,0.6,0.6061,0.28,0.0,50,338,388
2396,,Summer,0,Apr,18,0,Thu,1,Clear/Partly Cloudy,0.56,0.5303,0.3,0.0,47,290,337
2397,,Summer,0,Apr,19,0,Thu,1,Clear/Partly Cloudy,0.54,0.5152,0.32,0.0,37,222,259
2398,,Summer,0,Apr,20,0,Thu,1,Clear/Partly Cloudy,0.5,0.4848,0.51,0.194,22,147,169
2399,,Summer,0,Apr,21,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.63,0.1343,19,126,145
2400,,Summer,0,Apr,22,0,Thu,1,Clear/Partly Cloudy,0.48,0.4697,0.55,0.1045,22,82,104
2401,,Summer,0,Apr,23,0,Thu,1,Clear/Partly Cloudy,0.46,0.4545,0.59,0.1045,7,40,47
2402,,Summer,0,Apr,0,1,Fri,0,Clear/Partly Cloudy,0.44,0.4394,0.67,0.0,6,21,27
2403,,Summer,0,Apr,1,1,Fri,0,Clear/Partly Cloudy,0.44,0.4394,0.62,0.0,6,9,15
2404,,Summer,0,Apr,2,1,Fri,0,Clear/Partly Cloudy,0.4,0.4091,0.76,0.0,8,10,18
2405,,Summer,0,Apr,3,1,Fri,0,Clear/Partly Cloudy,0.4,0.4091,0.76,0.0,0,3,3
2406,,Summer,0,Apr,4,1,Fri,0,Clear/Partly Cloudy,0.38,0.3939,0.82,0.0896,0,3,3
2407,,Summer,0,Apr,5,1,Fri,0,Clear/Partly Cloudy,0.36,0.3636,0.81,0.1045,2,11,13
2408,,Summer,0,Apr,6,1,Fri,0,Clear/Partly Cloudy,0.36,0.3636,0.81,0.0896,5,42,47
2409,,Summer,0,Apr,7,1,Fri,0,Clear/Partly Cloudy,0.4,0.4091,0.71,0.1642,10,139,149
2410,,Summer,0,Apr,8,1,Fri,0,Clear/Partly Cloudy,0.44,0.4394,0.62,0.2985,21,279,300
2411,,Summer,0,Apr,9,1,Fri,0,Clear/Partly Cloudy,0.5,0.4848,0.55,0.194,16,162,178
2412,,Summer,0,Apr,10,1,Fri,0,Clear/Partly Cloudy,0.5,0.4848,0.55,0.194,31,91,122
